"","Response","Predictor","Estimate","Std.Error","DF","Crit.Value","P.Value","Std.Estimate","","date_2"
"4543","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7966,0.4019,21,-1.9821,0.0607,-0.2005,"",2020-08-03
"4544","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.2746,12.4338,21,-1.3893,0.1793,-0.1416,"",2020-08-03
"4545","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.8582,6.5789,21,3.1704,0.0046,0.3301,"**",2020-08-03
"4546","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0999,0.018,1050,-5.5447,0,-0.0476,"***",2020-08-03
"4547","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8997,1.3701,1050,4.306,0,0,"***",2020-08-03
"4548","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.033,0.019,1050,1.742,0.0818,0.0231,"",2020-08-03
"4549","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4439,0.0279,1050,15.8975,0,0.4437,"***",2020-08-03
"4550","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3639,0.1922,21,12.2984,0,0.559,"***",2020-08-03
"4551","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.0021,4.6951,21,4e-04,0.9997,0,"",2020-08-03
"4552","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4731,2.482,21,-3.0109,0.0067,-0.1111,"**",2020-08-03
"4553","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.078,0.0166,1050,-4.684,0,-0.0352,"***",2020-08-03
"4554","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3324,0.6353,1050,3.6712,3e-04,0,"***",2020-08-03
"4555","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0248,0.0201,1050,1.235,0.2171,0.0315,"",2020-08-03
"4556","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.5053,0.0226,1050,22.3161,0,0.5039,"***",2020-08-03
"4557","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8777,0.0808,21,10.862,0,0.3632,"***",2020-08-03
"4558","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.0066,2.2043,21,1.8177,0.0834,0.054,"",2020-08-03
"4559","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.8502,1.1451,21,2.489,0.0213,0.0742,"*",2020-08-03
"4560","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3426,0.0175,1050,-19.626,0,-0.2706,"***",2020-08-03
"4561","log.new_cases.per1M","(Intercept)",-2.0426,2.6281,1066,-0.7772,0.4372,0,"",2020-08-04
"4562","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0481,0.0449,1066,-1.0712,0.2843,-0.0457,"",2020-08-04
"4563","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1447,0.0551,1066,-2.6266,0.0087,-0.1465,"**",2020-08-04
"4564","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3866,0.0426,1066,9.069,0,0.2232,"***",2020-08-04
"4565","log.new_cases.per1M","l1.log.new_cases.per1M",0.7789,0.018,1066,43.1706,0,0.7795,"***",2020-08-04
"4566","log.new_cases.per1M","weekend",-0.076,0.0322,1066,-2.3611,0.0184,-0.0344,"*",2020-08-04
"4567","log.new_cases.per1M","rwi",-0.0654,0.3747,5,-0.1745,0.8683,-0.0157,"",2020-08-04
"4568","log.new_cases.per1M","X65p_pct",3.0414,8.9824,5,0.3386,0.7487,0.0237,"",2020-08-04
"4569","log.new_cases.per1M","M_pct",0.6704,4.9662,5,0.135,0.8979,0.0101,"",2020-08-04
"4570","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.0947,3.5297,1050,-2.01,0.0447,0,"*",2020-08-04
"4571","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1297,0.0225,1050,5.758,0,0.0786,"***",2020-08-04
"4572","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4482,0.0287,1050,15.6319,0,0.4482,"***",2020-08-04
"4573","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7896,0.399,21,-1.9788,0.0611,-0.1988,"",2020-08-04
"4574","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.1849,12.3451,21,-1.392,0.1785,-0.1409,"",2020-08-04
"4575","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.8383,6.5334,21,3.1895,0.0044,0.3298,"**",2020-08-04
"4576","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0921,0.0181,1050,-5.1015,0,-0.0443,"***",2020-08-04
"4577","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8656,1.3642,1050,4.2997,0,0,"***",2020-08-04
"4578","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0357,0.0189,1050,1.886,0.0596,0.0247,"",2020-08-04
"4579","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4458,0.0278,1050,16.0106,0,0.4458,"***",2020-08-04
"4580","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3545,0.1915,21,12.2953,0,0.5567,"***",2020-08-04
"4581","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",0.024,4.6743,21,0.0051,0.996,2e-04,"",2020-08-04
"4582","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4421,2.4712,21,-3.0115,0.0066,-0.1107,"**",2020-08-04
"4583","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0731,0.0165,1050,-4.4363,0,-0.033,"***",2020-08-04
"4584","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3718,0.6451,1050,3.6765,2e-04,0,"***",2020-08-04
"4585","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0242,0.0202,1050,1.1969,0.2316,0.0306,"",2020-08-04
"4586","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4945,0.0226,1050,21.8813,0,0.4956,"***",2020-08-04
"4587","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8948,0.0817,21,10.9464,0,0.3711,"***",2020-08-04
"4588","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.0881,2.239,21,1.8258,0.0821,0.0552,"",2020-08-04
"4589","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9465,1.1632,21,2.5332,0.0193,0.0768,"*",2020-08-04
"4590","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3413,0.0176,1050,-19.3813,0,-0.2678,"***",2020-08-04
"4591","log.new_cases.per1M","(Intercept)",-1.9484,2.6275,1066,-0.7415,0.4585,0,"",2020-08-05
"4592","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0455,0.0452,1066,-1.008,0.3137,-0.0432,"",2020-08-05
"4593","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1532,0.0554,1066,-2.7639,0.0058,-0.1549,"**",2020-08-05
"4594","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3875,0.0428,1066,9.0529,0,0.2236,"***",2020-08-05
"4595","log.new_cases.per1M","l1.log.new_cases.per1M",0.7802,0.0181,1066,43.1038,0,0.7792,"***",2020-08-05
"4596","log.new_cases.per1M","weekend",-0.0809,0.0323,1066,-2.5008,0.0125,-0.0366,"*",2020-08-05
"4597","log.new_cases.per1M","rwi",-0.013,0.3753,5,-0.0347,0.9737,-0.0031,"",2020-08-05
"4598","log.new_cases.per1M","X65p_pct",3.5533,8.9835,5,0.3955,0.7088,0.0277,"",2020-08-05
"4599","log.new_cases.per1M","M_pct",0.4433,4.9662,5,0.0893,0.9323,0.0067,"",2020-08-05
"4600","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.12,3.5436,1050,-2.0093,0.0448,0,"*",2020-08-05
"4601","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1423,0.0226,1050,6.3094,0,0.0836,"***",2020-08-05
"4602","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4444,0.0285,1050,15.5931,0,0.4453,"***",2020-08-05
"4603","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7901,0.4006,21,-1.9724,0.0619,-0.1993,"",2020-08-05
"4604","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.2289,12.3935,21,-1.3902,0.179,-0.1416,"",2020-08-05
"4605","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.8401,6.5583,21,3.1777,0.0045,0.3305,"**",2020-08-05
"4606","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0866,0.0178,1050,-4.851,0,-0.0417,"***",2020-08-05
"4607","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8711,1.3677,1050,4.2926,0,0,"***",2020-08-05
"4608","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0384,0.0191,1050,2.0134,0.0443,0.0261,"*",2020-08-05
"4609","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4406,0.028,1050,15.74,0,0.4406,"***",2020-08-05
"4610","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3726,0.1922,21,12.3466,0,0.561,"***",2020-08-05
"4611","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.1515,4.6863,21,-0.0323,0.9745,-0.0012,"",2020-08-05
"4612","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4101,2.4777,21,-2.9908,0.007,-0.1102,"**",2020-08-05
"4613","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0687,0.0166,1050,-4.1363,0,-0.0307,"***",2020-08-05
"4614","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3422,0.6419,1050,3.6491,3e-04,0,"***",2020-08-05
"4615","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0244,0.0202,1050,1.2115,0.226,0.0308,"",2020-08-05
"4616","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4989,0.0228,1050,21.84,0,0.4986,"***",2020-08-05
"4617","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8899,0.0816,21,10.9012,0,0.3688,"***",2020-08-05
"4618","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.1053,2.2286,21,1.8421,0.0796,0.0554,"",2020-08-05
"4619","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9251,1.1577,21,2.5267,0.0196,0.0762,"*",2020-08-05
"4620","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3391,0.0177,1050,-19.205,0,-0.266,"***",2020-08-05
"4621","log.new_cases.per1M","(Intercept)",-1.8316,2.6234,1066,-0.6982,0.4852,0,"",2020-08-06
"4622","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0366,0.0447,1066,-0.8173,0.4139,-0.0348,"",2020-08-06
"4623","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1497,0.0546,1066,-2.7444,0.0062,-0.1523,"**",2020-08-06
"4624","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3743,0.0422,1066,8.8783,0,0.217,"***",2020-08-06
"4625","log.new_cases.per1M","l1.log.new_cases.per1M",0.7771,0.0178,1066,43.7224,0,0.7814,"***",2020-08-06
"4626","log.new_cases.per1M","weekend",-0.0703,0.0318,1066,-2.2098,0.0273,-0.032,"*",2020-08-06
"4627","log.new_cases.per1M","rwi",0.0115,0.3727,5,0.0309,0.9765,0.0028,"",2020-08-06
"4628","log.new_cases.per1M","X65p_pct",4.1796,8.9783,5,0.4655,0.6611,0.0327,"",2020-08-06
"4629","log.new_cases.per1M","M_pct",0.2287,4.9557,5,0.0462,0.965,0.0035,"",2020-08-06
"4630","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.1327,3.5806,1050,-1.992,0.0466,0,"*",2020-08-06
"4631","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1448,0.0228,1050,6.34,0,0.0826,"***",2020-08-06
"4632","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4392,0.0288,1050,15.2442,0,0.4401,"***",2020-08-06
"4633","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.799,0.4047,21,-1.9741,0.0617,-0.202,"",2020-08-06
"4634","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.2491,12.5224,21,-1.3775,0.1829,-0.142,"",2020-08-06
"4635","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.8987,6.6264,21,3.1539,0.0048,0.3322,"**",2020-08-06
"4636","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0845,0.0179,1050,-4.7116,0,-0.0404,"***",2020-08-06
"4637","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8655,1.367,1050,4.2906,0,0,"***",2020-08-06
"4638","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0379,0.0191,1050,1.9884,0.047,0.0256,"*",2020-08-06
"4639","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4421,0.0281,1050,15.7572,0,0.4419,"***",2020-08-06
"4640","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3686,0.1922,21,12.3216,0,0.5599,"***",2020-08-06
"4641","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.0318,4.6848,21,-0.0068,0.9947,-2e-04,"",2020-08-06
"4642","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4213,2.4767,21,-2.9964,0.0069,-0.1103,"**",2020-08-06
"4643","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0701,0.0166,1050,-4.2095,0,-0.0313,"***",2020-08-06
"4644","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3394,0.6408,1050,3.6508,3e-04,0,"***",2020-08-06
"4645","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0245,0.0201,1050,1.2232,0.2215,0.0309,"",2020-08-06
"4646","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4991,0.0228,1050,21.8535,0,0.4994,"***",2020-08-06
"4647","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8895,0.0816,21,10.9063,0,0.3688,"***",2020-08-06
"4648","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.1157,2.2254,21,1.8494,0.0785,0.0556,"",2020-08-06
"4649","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9239,1.1559,21,2.5295,0.0195,0.0762,"*",2020-08-06
"4650","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3385,0.0177,1050,-19.121,0,-0.2656,"***",2020-08-06
"4651","log.new_cases.per1M","(Intercept)",-1.8037,2.6072,1066,-0.6918,0.4892,0,"",2020-08-07
"4652","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0385,0.0446,1066,-0.8634,0.3881,-0.0367,"",2020-08-07
"4653","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1543,0.0544,1066,-2.8338,0.0047,-0.1576,"**",2020-08-07
"4654","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3713,0.0422,1066,8.8061,0,0.2162,"***",2020-08-07
"4655","log.new_cases.per1M","l1.log.new_cases.per1M",0.7775,0.0179,1066,43.3703,0,0.781,"***",2020-08-07
"4656","log.new_cases.per1M","weekend",-0.0696,0.0319,1066,-2.183,0.0293,-0.0318,"*",2020-08-07
"4657","log.new_cases.per1M","rwi",0.0384,0.371,5,0.1034,0.9216,0.0093,"",2020-08-07
"4658","log.new_cases.per1M","X65p_pct",4.279,8.9226,5,0.4796,0.6518,0.0337,"",2020-08-07
"4659","log.new_cases.per1M","M_pct",0.2595,4.9256,5,0.0527,0.96,0.0039,"",2020-08-07
"4660","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.2408,3.5854,1050,-2.0195,0.0437,0,"*",2020-08-07
"4661","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1534,0.023,1050,6.6719,0,0.0861,"***",2020-08-07
"4662","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4375,0.029,1050,15.1003,0,0.438,"***",2020-08-07
"4663","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7978,0.4053,21,-1.9684,0.0624,-0.2019,"",2020-08-07
"4664","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-17.116,12.5392,21,-1.365,0.1867,-0.1411,"",2020-08-07
"4665","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.0497,6.6352,21,3.1724,0.0046,0.3349,"**",2020-08-07
"4666","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0843,0.0181,1050,-4.6691,0,-0.0404,"***",2020-08-07
"4667","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8517,1.3663,1050,4.2829,0,0,"***",2020-08-07
"4668","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0418,0.0189,1050,2.2069,0.0275,0.0283,"*",2020-08-07
"4669","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4421,0.0281,1050,15.7481,0,0.442,"***",2020-08-07
"4670","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3667,0.1922,21,12.3129,0,0.5593,"***",2020-08-07
"4671","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.0467,4.6822,21,-0.01,0.9921,-4e-04,"",2020-08-07
"4672","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4207,2.4754,21,-2.9978,0.0069,-0.1103,"**",2020-08-07
"4673","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0706,0.0167,1050,-4.2337,0,-0.0316,"***",2020-08-07
"4674","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3361,0.6415,1050,3.6413,3e-04,0,"***",2020-08-07
"4675","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0251,0.0201,1050,1.2513,0.2111,0.0316,"",2020-08-07
"4676","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4987,0.0229,1050,21.8166,0,0.4989,"***",2020-08-07
"4677","l22.log.admin2_inbound_trip_count.per1M","rwi",0.8907,0.0816,21,10.9083,0,0.3695,"***",2020-08-07
"4678","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.113,2.2285,21,1.8456,0.0791,0.0556,"",2020-08-07
"4679","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9321,1.1572,21,2.5338,0.0193,0.0765,"*",2020-08-07
"4680","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3379,0.0177,1050,-19.0439,0,-0.2652,"***",2020-08-07
"4681","log.new_cases.per1M","(Intercept)",-1.7809,2.5434,1066,-0.7002,0.484,0,"",2020-08-08
"4682","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0386,0.0444,1066,-0.8688,0.3851,-0.0369,"",2020-08-08
"4683","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1558,0.0545,1066,-2.8596,0.0043,-0.1596,"**",2020-08-08
"4684","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3698,0.0423,1066,8.7457,0,0.2157,"***",2020-08-08
"4685","log.new_cases.per1M","l1.log.new_cases.per1M",0.7806,0.0181,1066,43.1322,0,0.7827,"***",2020-08-08
"4686","log.new_cases.per1M","weekend",-0.0706,0.0318,1066,-2.2248,0.0263,-0.0327,"*",2020-08-08
"4687","log.new_cases.per1M","rwi",0.0555,0.3655,5,0.1519,0.8852,0.0134,"",2020-08-08
"4688","log.new_cases.per1M","X65p_pct",4.3598,8.6961,5,0.5014,0.6374,0.0344,"",2020-08-08
"4689","log.new_cases.per1M","M_pct",0.2167,4.8094,5,0.0451,0.9658,0.0033,"",2020-08-08
"4690","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.2648,3.5702,1050,-2.0348,0.0421,0,"*",2020-08-08
"4691","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1546,0.0229,1050,6.764,0,0.0866,"***",2020-08-08
"4692","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4385,0.0289,1050,15.1838,0,0.4391,"***",2020-08-08
"4693","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7895,0.4036,21,-1.9563,0.0639,-0.2,"",2020-08-08
"4694","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-16.8057,12.4856,21,-1.346,0.1927,-0.1387,"",2020-08-08
"4695","l3.log.admin1_inflow_trip_count.per1M","M_pct",21.0451,6.6071,21,3.1852,0.0045,0.3353,"**",2020-08-08
"4696","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.086,0.0181,1050,-4.7583,0,-0.0412,"***",2020-08-08
"4697","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8652,1.3693,1050,4.2833,0,0,"***",2020-08-08
"4698","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0414,0.019,1050,2.1812,0.0294,0.0278,"*",2020-08-08
"4699","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4418,0.0281,1050,15.7463,0,0.4418,"***",2020-08-08
"4700","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3678,0.1924,21,12.3046,0,0.5595,"***",2020-08-08
"4701","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.0887,4.6934,21,-0.0189,0.9851,-7e-04,"",2020-08-08
"4702","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.437,2.4811,21,-2.9975,0.0069,-0.1105,"**",2020-08-08
"4703","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0707,0.0167,1050,-4.232,0,-0.0316,"***",2020-08-08
"4704","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3417,0.6412,1050,3.6518,3e-04,0,"***",2020-08-08
"4705","l22.log.admin2_inbound_trip_count.per1M","l23.MA7.log.new_cases.per1M",0.0251,0.0201,1050,1.2487,0.212,0.0313,"",2020-08-08
"4706","l22.log.admin2_inbound_trip_count.per1M","l23.log.admin2_inbound_trip_count.per1M",0.4987,0.0229,1050,21.8017,0,0.4991,"***",2020-08-08
"4707","l22.log.admin2_inbound_trip_count.per1M","rwi",0.891,0.0816,21,10.9133,0,0.3699,"***",2020-08-08
"4708","l22.log.admin2_inbound_trip_count.per1M","X65p_pct",4.116,2.2273,21,1.848,0.0787,0.0557,"",2020-08-08
"4709","l22.log.admin2_inbound_trip_count.per1M","M_pct",2.9196,1.1566,21,2.5243,0.0197,0.0762,"*",2020-08-08
"4710","l22.log.admin2_inbound_trip_count.per1M","l22.weekend",-0.3374,0.0178,1050,-18.9964,0,-0.2651,"***",2020-08-08
"4711","log.new_cases.per1M","(Intercept)",-1.7186,2.5527,1066,-0.6733,0.5009,0,"",2020-08-09
"4712","log.new_cases.per1M","l3.log.admin1_inflow_trip_count.per1M",-0.0372,0.0444,1066,-0.8376,0.4024,-0.0356,"",2020-08-09
"4713","log.new_cases.per1M","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M",-0.1557,0.0545,1066,-2.8602,0.0043,-0.1602,"**",2020-08-09
"4714","log.new_cases.per1M","l22.log.admin2_inbound_trip_count.per1M",0.3644,0.0425,1066,8.5645,0,0.2126,"***",2020-08-09
"4715","log.new_cases.per1M","l1.log.new_cases.per1M",0.7805,0.0181,1066,43.1771,0,0.783,"***",2020-08-09
"4716","log.new_cases.per1M","weekend",-0.0753,0.0316,1066,-2.3791,0.0175,-0.0349,"*",2020-08-09
"4717","log.new_cases.per1M","rwi",0.0698,0.3664,5,0.1905,0.8564,0.017,"",2020-08-09
"4718","log.new_cases.per1M","X65p_pct",4.5963,8.7296,5,0.5265,0.621,0.0364,"",2020-08-09
"4719","log.new_cases.per1M","M_pct",0.1347,4.8265,5,0.0279,0.9788,0.0021,"",2020-08-09
"4720","l3.log.admin1_inflow_trip_count.per1M","(Intercept)",-7.2395,3.5477,1050,-2.0406,0.0415,0,"*",2020-08-09
"4721","l3.log.admin1_inflow_trip_count.per1M","l4.MA7.log.new_cases.per1M",0.1516,0.0228,1050,6.6548,0,0.0846,"***",2020-08-09
"4722","l3.log.admin1_inflow_trip_count.per1M","l4.log.admin1_inflow_trip_count.per1M",0.4415,0.0289,1050,15.3022,0,0.4421,"***",2020-08-09
"4723","l3.log.admin1_inflow_trip_count.per1M","rwi",-0.7824,0.401,21,-1.9512,0.0645,-0.1985,"",2020-08-09
"4724","l3.log.admin1_inflow_trip_count.per1M","X65p_pct",-16.6459,12.4058,21,-1.3418,0.194,-0.1376,"",2020-08-09
"4725","l3.log.admin1_inflow_trip_count.per1M","M_pct",20.9623,6.566,21,3.1925,0.0044,0.3344,"**",2020-08-09
"4726","l3.log.admin1_inflow_trip_count.per1M","l3.weekend",-0.0846,0.0181,1050,-4.6785,0,-0.0406,"***",2020-08-09
"4727","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","(Intercept)",5.8725,1.3679,1050,4.2932,0,0,"***",2020-08-09
"4728","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.MA7.log.new_cases.per1M",0.0413,0.0191,1050,2.1622,0.0308,0.0273,"*",2020-08-09
"4729","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l17.log.admin1_inbound_admin2_crossbound_trip_count.per1M",0.4426,0.0281,1050,15.7746,0,0.4425,"***",2020-08-09
"4730","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","rwi",2.3658,0.1923,21,12.3048,0,0.5588,"***",2020-08-09
"4731","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","X65p_pct",-0.0878,4.6878,21,-0.0187,0.9852,-7e-04,"",2020-08-09
"4732","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","M_pct",-7.4559,2.4783,21,-3.0085,0.0067,-0.1107,"**",2020-08-09
"4733","l16.log.admin1_inbound_admin2_crossbound_trip_count.per1M","l16.weekend",-0.0719,0.0168,1050,-4.288,0,-0.0321,"***",2020-08-09
"4734","l22.log.admin2_inbound_trip_count.per1M","(Intercept)",2.3918,0.6423,1050,3.7241,2e-04,0,"***",2020-08-09
